Calendar Group,Event Type Tags,id,Title,Category,Research Topic,Date,Duration,Attendance,Location,Year
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,1/27/2023,1,40,CIERA Caf�,2023
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings,Outreach,,1/27/2023,1,50,Dearborn Observatory,2023
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,Gravity Spy Collaboration Meeting,Science|Interdisciplinary|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,1/30/2023,1,8,Boardroom,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Marcelle Soares-Santos: ""Dark Energy: recent results and the path for discovery in the era of multi-messenger studies""",Science,Gravitational Waves & Multi-Messenger Astronomy,1/31/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,2/1/2023,1,30,CIERA Caf�,2023
CIERA - Software Tutorials,Future Leaders,,CIERA Computing Workshop: Writing Presentable Code in Python,Professional Development|Data Science & Computing,,2/2/2023,1,10,Boardroom,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,2/3/2023,1,40,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Meredith MacGregor: ""How to Form a Habitable Planet""",Science|Interdisciplinary,Exoplanets & the Solar System,2/7/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,2/8/2023,1,30,CIERA Caf�,2023
CIERA - Astronomy on Tap,Public Outreach,,Astronomy on Tap: Too Hot to Handle - Inside the Lives of The Universe's Most Notorious Couples!,Outreach,Black Holes & Dead Stars,2/9/2023,1,42,"Begyle Brewing, 1800 W Cuyler Ave.",2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,2/10/2023,1,40,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Gongjie Li: ""Dynamical Origin and Habitability of Planets -- On the Spin-Axis Variations in Planetary Systems""",Science,Exoplanets & the Solar System,2/14/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,2/15/2023,1,30,CIERA Caf�,2023
CIERA - Software Tutorials,Future Leaders,,CIERA Computing Workshop: Adventures in Python I,Professional Development|Data Science & Computing,,2/16/2023,1,10,Boardroom,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,2/17/2023,1,40,CIERA Caf�,2023
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Edwin Kite, ""Climate of Mars, past and future""",Interdisciplinary|Science,Exoplanets & the Solar System,2/21/2023,1,82,F160,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,2/22/2023,1,30,CIERA Caf�,2023
Development Events,Development/Strategic,,Block Museum Dario Robleto Event,Interdisciplinary,,2/22/2023,1,9,Block Museum,2023
CIERA - Special Public Events,Public Outreach,,STEAM zoom outreach presentation,Outreach,,2/23/2023,1,80,Online,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,2/24/2023,1,40,CIERA Caf�,2023
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings,Outreach,,2/24/2023,1,3,Dearborn Observatory,2023
CIERA - Social Justice Meetings,Future Leaders|Academic Seminars,,Mental Health First Aid Introductory Workshop,,,2/27/2023,1,12,7th Floor Conf. Rm,2023
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,Gravity Spy Collaboration Meeting,Science|Interdisciplinary|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,2/27/2023,1,6,Boardroom,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Kevin Hainline: ""The Farthest: Exploring the Early Universe with JWST/JADES""",Science,Galaxies & Cosmology,2/28/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,3/1/2023,1,30,CIERA Caf�,2023
CIERA - Software Tutorials,Future Leaders,,CIERA Computing Workshop: Adventures in Python II,Professional Development|Data Science & Computing,,3/2/2023,1,10,Boardroom,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,3/3/2023,1,40,CIERA Caf�,2023
CIERA - Conferences/Collab Meetings,Conferences,,"2023 Aspen Winter Conference - ""eXtreme Black Holes""",Science|Interdisciplinary,Black Holes & Dead Stars,3/5/2023,6,109,Aspen Center for Physics,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Evan Kirby: ""Primordial r-Process Dispersions in Globular Clusters""",Science,Stellar Dynamics & Stellar Populations,3/7/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,3/8/2023,1,30,CIERA Caf�,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,3/10/2023,1,40,CIERA Caf�,2023
CIERA - Conferences/Collab Meetings,Conferences,,LIGO-VIRGO-KAGRA Collaboration Meeting,Science|Interdisciplinary|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,3/13/2023,4,650,Norris University Center,2023
CIERA - Annual Public Lecture Series,Public Outreach,,Special CIERA Astronomy Public Lecture by Dr. Gabriela Gonzalez,Outreach,Other,3/14/2023,1,75,Norris University Center,2023
CIERA - Annual Public Lecture Series,Public Outreach,,"Special Public Lecture by Dr. Gaby Gonzalez: ""Gravitational Waves, Black Holes, and the Machines that Detect them""",Outreach|Science|Interdisciplinary|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,3/14/2023,1,100,"McCormick Auditorium, Norris University Center",2023
CIERA - Astronomy on Tap,Public Outreach,,Astronomy on Tap: Pie in the Sky: A Slice of the Universe Served up Fresh!,Outreach,Gravitational Waves & Multi-Messenger Astronomy,3/14/2023,1,65,"Five & Dime, 1026 Davis St.",2023
Development Events,Development/Strategic,,Gonzalez Public Lecture Dinner,,,3/14/2023,1,10,,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,3/15/2023,1,35,CIERA Caf�,2023
CIERA - Special Public Events,Public Outreach,,"""Star Eyes"" initiative debuts as part of LIGO-Virgo-KAGRA collaboration",Science|Interdisciplinary|Outreach,Gravitational Waves & Multi-Messenger Astronomy,3/15/2023,1,,Norris,2023
Development Events,Development/Strategic,,Reitze Event,,,3/17/2023,1,20,CIERA Sky Lounge,2023
CIERA - Special Public Events,Future Leaders|Academic Seminars,,Baxter Symposium Workshops,Education|Outreach|Interdisciplinary,,3/17/2023,1,80,NU Global Hub and Allen Center,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,3/29/2023,1,30,CIERA Caf�,2023
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: David Bercovici: Origin, Evolution and Habitability of Planet Earth",Interdisciplinary|Science,Other,3/30/2023,1,55,L211,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,3/31/2023,1,40,CIERA Caf�,2023
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings,Outreach,,3/31/2023,1,25,Dearborn Observatory,2023
CIERA - Special Seminars,Public Outreach,,Guest Lecture at UIC,Science|Outreach,Other,3/31/2023,1,55,Online,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: David Kaplan: The ASKAP Variables and Slow Transients (VAST) Survey ,Science|Interdisciplinary,Life and Death of Stars,4/4/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,4/5/2023,1,30,CIERA Caf�,2023
Development Events,Development/Strategic,,Spring 2023 BoV Meeting,,,4/6/2023,1,,Boardroom/Online,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,4/7/2023,1,40,CIERA Caf�,2023
CIERA - CIERA Connections,Future Leaders,,CIERA Connections: Ben Nelson,Future Leaders|Interdisciplinary|Data Science & Computing,,4/10/2023,1,46,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Greg Bryan: ""A Multiscale Physics Approach to Understanding Galaxy Evolution""",Science|Interdisciplinary,Galaxies & Cosmology,4/11/2023,1,35,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,4/12/2023,1,35,CIERA Caf�,2023
CIERA - Interdisciplinary Colloquia,Academic Seminars,,CIERA Interdisciplinary Colloquium: Tyson Littenberg: Data Science Challenges in Gravitational Wave Surveys,Interdisciplinary|Science|Data Science & Computing,Gravitational Waves & Multi-Messenger Astronomy,4/13/2023,1,43,L211,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,4/14/2023,1,40,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Amy Reines: ""Dwarf Galaxies and the Smallest Supermassive Black Holes""",Science,Black Holes & Dead Stars|Galaxies & Cosmology,4/18/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,4/19/2023,1,30,CIERA Caf�,2023
CIERA - Special Public Events,Public Outreach,,Figueroa Lab Tour,Outreach,,4/19/2023,1,12,"1801 Maple Ave, Evanston IL",2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,4/21/2023,1,40,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Brian Metzger: ""Heavy Element Nucleosynthesis from the Birth of Black Holes""",Science,Black Holes & Dead Stars,4/25/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,,Observational Astro Meeting,Science,,4/26/2023,1,30,CIERA Caf�,2023
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,4/28/2023,1,40,CIERA Caf�,2023
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings,Outreach,,4/28/2023,1,25,Dearborn Observatory,2023
Development Events,Development/Strategic,,Science Advisory Board Meeting,,,4/28/2023,1,10,CIERA,2023
CIERA - Journal Clubs,Academic Seminars,592166,CIERA Journal Club,Science,,5/2/2023,1,35,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,589798,"Astro Seminar: Kaitlin Kratter: ""The Origins of Planets and the Stars they Orbit""",Science,Exoplanets & the Solar System,5/2/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,592212,Observational Astro Meeting,Science,,5/3/2023,1,30,CIERA Caf�,2023
CIERA - Special Public Events,Future Leaders|Academic Seminars|Public Outreach,,Astronomy Teaching Workshop: The Death and Afterlife of Stars,Education|Professional Development,Life and Death of Stars,5/3/2023,1,7,"Lurie Medical Research Center, 303 E Superior St, Chicago Il",2023
CIERA - Software Tutorials,Future Leaders,597659,CIERA Computing Workshop: Type Hinting in Python,Professional Development|Data Science & Computing,,5/4/2023,1,,CIERA,2023
CIERA - Astronomy on Tap,Public Outreach,598364,Astronomy on Tap: Star Wars Day - Party like it's Boonta Eve,Outreach,,5/4/2023,1,43,"Begyle Brewing, 1800 W Cuyler Ave.",2023
CIERA - Theory Group Meetings,Academic Seminars,592311,CIERA Theory Group,Science,,5/5/2023,1,40,CIERA Caf�,2023
CIERA - Journal Clubs,Academic Seminars,592167,CIERA Journal Club,Science,,5/9/2023,1,35,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,589799,"Astro Seminar: Tamara Bogdanovic: ""From Kiloparsec Scales to Merger: Properties of Dual AGNs that Become Gravitational Wave Sources""",Science,Gravitational Waves & Multi-Messenger Astronomy,5/9/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,592213,Observational Astro Meeting,Science,,5/10/2023,1,30,CIERA Caf�,2023
CIERA - Theory Group Meetings,Academic Seminars,592312,CIERA Theory Group,Science,,5/12/2023,1,40,CIERA Caf�,2023
CIERA - Special Seminars,Academic Seminars,600888,Janosz Dewberry: Dynamical tides in rapidly rotating stars,Science,Stellar Dynamics & Stellar Populations,5/15/2023,1,40,CIERA Cafe,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,589782,"Astro Seminar: Misty C. Bentz: ""Comparing Direct Black Hole Mass Measurements in Active Galactic Nuclei""",Science,Black Holes & Dead Stars,5/16/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Journal Clubs,Academic Seminars,592168,CIERA Journal Club,Science,,5/16/2023,1,35,CIERA Caf�,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,592214,Observational Astro Meeting,Science,,5/17/2023,1,30,CIERA Caf�,2023
CIERA - Interdisciplinary Colloquia,Academic Seminars,,CIERA Interdisciplinary Colloquium: Nia Imara: Interconnected: A Journey Through Inner and Outer Space,Interdisciplinary,Other,5/18/2023,1,55,The Block Museum,2023
CIERA - Theory Group Meetings,Academic Seminars,592313,CIERA Theory Group,Science,,5/19/2023,1,40,CIERA Caf�,2023
CIERA - Annual Public Lecture Series,Public Outreach,600415,"CIERA Astronomy Night Out Featuring a Lecture by Dr. Allison Strom ""Sequencing the DNA of Galaxies with JWST"" ",Outreach|Science,Galaxies & Cosmology,5/19/2023,1,,Tech Lecture Room 2,2023
CIERA - CIERA Connections,Future Leaders,600659,"CIERA Connections: Harry Kraemer ""Your 168: Finding Purpose and Satisfaction in a Values-Based Life""",Future Leaders|Interdisciplinary,,5/22/2023,1,60,CIERA Caf�,2023
CIERA - Journal Clubs,Academic Seminars,592169,CIERA Journal Club,Science,,5/23/2023,1,35,CIERA Caf�,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,592215,Observational Astro Meeting,Science,,5/24/2023,1,30,CIERA Caf�,2023
CIERA - Special Seminars,Future Leaders|Academic Seminars,,NICO Data Science Night,Outreach|Data Science & Computing|Interdisciplinary,Other,5/25/2023,1,6,Tech,2023
CIERA - Theory Group Meetings,Academic Seminars,592314,CIERA Theory Group,Science,,5/26/2023,1,40,CIERA Caf�,2023
CIERA - Astronomer Evenings,Public Outreach,594562,CIERA Astronomer Evenings,Outreach,,5/26/2023,1,20,Dearborn Observatory,2023
CIERA - Journal Clubs,Academic Seminars,592170,CIERA Journal Club,Science,,5/30/2023,1,35,CIERA Caf�,2023
CIERA - Journal Clubs,Academic Seminars,603818,CIERA Journal Club [copy],Science,,5/30/2023,1,35,CIERA Caf�,2023
Physics and Astronomy Astrophysics Seminars,Academic Seminars,589800,"Astro Seminar: Enrico Ramirez-Ruiz:"" Tidal Disruption of Stars by Supermassive Black Holes: What have we Learned and what can we Learn?""",Science,Black Holes & Dead Stars,5/30/2023,1,50,7th Floor Conf. Rm,2023
CIERA - Observational Astronomy Meetings,Academic Seminars,592216,Observational Astro Meeting,Science,,5/31/2023,1,30,CIERA Caf�,2023
CIERA - Software Tutorials,Future Leaders,600964,CIERA Computing Workshop: Creating Your First Python Package,Professional Development|Data Science & Computing,,6/1/2023,1,,"CIERA, 7th Floor, 7-600",2023
CIERA - Observational Astronomy Meetings,Academic Seminars,599737,Observational Astro Meeting,Science,,6/7/2023,1,30,CIERA Caf�,2023
CIERA - Software Tutorials,Future Leaders|Community Events,601456,Computing Brown Bag Lunch for Students,Professional Development|Data Science & Computing,,6/13/2023,1,,CIERA,2023
CIERA - Software Tutorials,Future Leaders|Community Events,601457,Computing Brown Bag Lunch for Students,Professional Development|Data Science & Computing,,6/20/2023,1,,CIERA,2023
CIERA - Social Justice Meetings,Academic Seminars,601423,Climate Study Update,,,6/21/2023,1,,CIERA Caf�,2023
CIERA - Special Seminars,Academic Seminars,,Chris (Yuan Qi) Ni,Science,,6/23/2023,1,40,,2023
CIERA - Software Tutorials,Future Leaders|Community Events,601459,Computing Brown Bag Lunch for Students,Professional Development|Data Science & Computing,,6/27/2023,1,,CIERA,2023
CIERA - Astronomer Evenings,Public Outreach,594563,CIERA Astronomer Evenings,Outreach,,6/30/2023,1,25,Dearborn Observatory,2023
CIERA - Conferences/Collab Meetings,Future Leaders|Conferences,601434,Code / Astro Conference,Interdisciplinary|Data Science & Computing|Professional Development,Other,7/10/2023,5,80,CIERA,2023
CIERA - Software Tutorials,Future Leaders|Community Events,601485,Computing Brown Bag Lunch for Students,Professional Development|Data Science & Computing,,7/11/2023,1,,CIERA,2023
CIERA - Special Seminars,Academic Seminars,602078,Kerry Paterson: An Overview of the Euclid mission,Science,Other,7/12/2023,1,40,CIERA Cafe,2023
CIERA - Software Tutorials,Future Leaders|Community Events,601486,Computing Brown Bag Lunch for Students,Professional Development|Data Science & Computing,,7/18/2023,1,,CIERA,2023
CIERA - Special Public Events,Public Outreach|Education,,Baxter Summer Scholars Program,Outreach|Education|Professional Development,,7/18/2023,1,10,Tech,2023
CIERA - Astronomy on Tap,Public Outreach,602116,Out-of-This-World Brews: Moonstruck Extremophiles and Stellar Sips!,Outreach,,7/20/2023,1,34,"Five & Dime, 1026 Davis Street",2023
CIERA - Special Public Events,Public Outreach|Education,,University of Chicago Office of Special Programs student visit,Education|Outreach|Interdisciplinary,,7/21/2023,1,9,CIERA,2023
CIERA - Software Tutorials,Future Leaders|Community Events,601487,Computing Brown Bag Lunch for Students,Professional Development|Data Science & Computing,,7/25/2023,1,,"CIERA, 7th Floor, 7-600",2023
CIERA - Special Seminars,Academic Seminars,,Sashwat Tanay,Science,,7/26/2023,1,40,,2023
CIERA - Astronomer Evenings,Public Outreach,594564,CIERA Astronomer Evenings,Outreach,,7/28/2023,1,20,Dearborn Observatory,2023
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,602012,Astro Imaging Workshop 2023,Science|Data Science & Computing|Interdisciplinary,Other,7/31/2023,1,30,Mudd/CIERA Caf�,2023
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,602013,Zooniverse,Interdisciplinary|Public Outreach,,8/14/2023,4,22,CIERA,2023
Development Events,Development/Strategic|Future Leaders,,REU+REACH Final Presentations VIP Observing,Professional Development,,8/18/2023,1,4,CIERA Caf�,2023
CIERA - Special Seminars,Academic Seminars,603196,Lucy McNeill: Evolution of hot helium white dwarf binaries,Science,Stellar Dynamics & Stellar Populations,8/21/2023,1,50,CIERA Cafe,2023
CIERA - Special Seminars,Academic Seminars,603195,Jenny Greene: The Red Universe UNCOVERed: Early Spectral results from JWST Treasury Survey UNCOVER,Science,Other,8/23/2023,1,50,CIERA Cafe,2023
CIERA - Special Seminars,Academic Seminars,603194,Taeho Ryu: Two types of nuclear transients - tidal disruption events and disruptive collisions,Science,Galaxies & Cosmology,8/24/2023,1,40,CIERA Cafe,2023
CIERA - Astronomer Evenings,Public Outreach,594565,CIERA Astronomer Evenings,Outreach,,8/25/2023,1,,Dearborn Observatory,2023
CIERA - Conferences/Collab Meetings,Conferences,601429,MODEST-23: Star Clusters in the Post-Pandemic Era,Science|Interdisciplinary,Stellar Dynamics & Stellar Populations,8/28/2023,5,115,Harris Hall,2023
CIERA - Social Justice Meetings,Academic Seminars,603251,DEI Panel Discussion with Kelly Holley-Bockelmann & Smadar Naoz,,,8/31/2023,1,,,2023
CIERA - Special Seminars,Academic Seminars,603731,Debatri Chattopadhyay: Pulsars through the lens of population modelling ,Science|Data Science & Computing,Stellar Dynamics & Stellar Populations,9/5/2023,1,40,CIERA Cafe,2024
CIERA - Special Seminars,Academic Seminars,603729,Yael Alush: Testing the No-Hair Theorem on Sgr A*- Revisited,Science,Galaxies & Cosmology|Life and Death of Stars,9/5/2023,1,40,CIERA Cafe,2024
CIERA - Special Seminars,Academic Seminars,603197,Shivani Bhandari,Science,Other,9/7/2023,1,40,CIERA Cafe,2024
CIERA - Special Seminars,Academic Seminars,603198,Christopher Irwin: Insights on the origin of low-luminosity GRBs from a revised shock breakout picture for GRB 060218,Science,Gravitational Waves & Multi-Messenger Astronomy,9/12/2023,1,40,CIERA Cafe,2024
CIERA - Special Seminars,Academic Seminars,603199,Travis Rector: How can astronomers help to address climate change?,Science|Interdisciplinary,Other,9/18/2023,1,40,CIERA Cafe,2024
CIERA - Journal Clubs,Academic Seminars,604403,CIERA Journal Club,Science,,9/19/2023,1,35,CIERA Cafe,2024
CIERA - Community Events,Community Events,,Academic Year Kickoff and Welcome,Interdisciplinary,,9/19/2023,1,,CIERA 8th floor,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603858,Observational Astronomy Meeting,Science,,9/20/2023,1,30,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,604382,CIERA Theory Group,Science,,9/21/2023,1,40,CIERA Cafe,2024
Development Events,Development/Strategic,,BoT Spotlight Presentation by Vicky Kalogera: Weinberg College Among the Stars,Science|Outreach,Other,9/22/2023,1,60,Allen Center,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,603285,"Astrophysics Seminar: Chris Hamilton: ""It Takes Two: On the Secular and Stochastic Dynamics  of the Weird Wide Binaries In the Milky Way""",Science|Interdisciplinary,Stellar Dynamics & Stellar Populations,9/26/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Journal Clubs,Academic Seminars,603819,CIERA Journal Club,Science,,9/26/2023,1,35,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603859,Observational Astronomy Meeting,Science,,9/27/2023,1,30,CIERA Cafe,2024
CIERA - Software Tutorials,Future Leaders,604194,Introduction to Quest - Northwestern's High Performance Computing Cluster,Professional Development|Data Science & Computing,,9/28/2023,1,,"CIERA, 8th Floor, Boardroom",2024
CIERA - Theory Group Meetings,Academic Seminars,603896,CIERA Theory Group,Science,,9/28/2023,1,40,CIERA Cafe,2024
CIERA - Astronomer Evenings,Public Outreach,594566,CIERA Astronomer Evenings,Outreach,,9/29/2023,1,20,Dearborn Observatory,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,603291,"Astrophysics Seminar: Daniel Stark: ""Galaxies in the Reionization Era: New Insight from JWST""",Science,Galaxies & Cosmology,10/3/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Journal Clubs,Academic Seminars,603820,CIERA Journal Club,Science,,10/3/2023,1,35,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603860,Observational Astronomy Meeting,Science,,10/4/2023,1,30,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603897,CIERA Theory Group,Science,,10/5/2023,1,40,CIERA Cafe,2024
Development Events,Development/Strategic,,Fall 2023 BoV Meeting,,,10/5/2023,1,,CIERA,2024
Development Events,Development/Strategic,,Fall 2023 APL Dinner,,,10/5/2023,1,,CIERA,2024
CIERA - Annual Public Lecture Series,Public Outreach,600630,CIERA 15th Annual Public Lecture by Marcia Bartusiak,Outreach,Galaxies & Cosmology,10/5/2023,1,200,Cahn Auditorium,2024
CIERA - Conferences/Collab Meetings,Conferences,602112,NASA Space Apps Challenge Chicago,Interdisciplinary|Education,Other,10/7/2023,3,60,CIERA,2024
CIERA - Special Seminars,Academic Seminars,605700,CIERA Special Seminar: Leah Jenks: Gravitational Wave Probes of Parity Violation ,Science,Gravitational Waves & Multi-Messenger Astronomy,10/9/2023,1,40,CIERA Cafe,2024
CIERA - Journal Clubs,Academic Seminars,603821,CIERA Journal Club,Science,,10/10/2023,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,603292,"Astrophysics Seminar: Pablo Laguna: ""Two Black Hole Stories from Numerical Relativity""",Science,Black Holes & Dead Stars,10/10/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603861,Observational Astronomy Meeting,Science,,10/11/2023,1,30,CIERA Cafe,2024
CIERA - Software Tutorials,Future Leaders,605668,Computational Workshop: Python 3.12,Professional Development|Data Science & Computing,,10/12/2023,1,,"CIERA, 8th Floor, Boardroom",2024
CIERA - Theory Group Meetings,Academic Seminars,603898,CIERA Theory Group,Science,,10/12/2023,1,40,CIERA Cafe,2024
CIERA - Astronomy on Tap,Public Outreach,605906,The Vampires of the Universe -  Fall into Back Holes with AoT,Outreach,Black Holes & Dead Stars,10/12/2023,1,40,"Begyle Brewing, 1800 W Cuyler Ave.",2024
CIERA - Social Justice Meetings,Academic Seminars,605933,Climate Action Team Townhall,,,10/13/2023,1,,CIERA Cafe,2024
CIERA - Social Justice Meetings,Future Leaders|Academic Seminars,606079,NSF GRFP Writing Feedback Session,,,10/16/2023,1,,CIERA Cafe,2024
CIERA - Special Seminars,Academic Seminars,605701,CIERA Special Seminar: Floor Brekgaarden: Gravitational Wave Paleontology: a New Frontier to Probe the Lives of Massive Binary Stars across Cosmic History,Science,Gravitational Waves & Multi-Messenger Astronomy|Life and Death of Stars,10/16/2023,1,40,"CIERA, 7th Floor, 7-600",2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,603335,"Astrophysics Seminar: DJ Pasham: ""Repeating Extragalactic Nuclear Transients as Extreme Mass Ratio Binaries"" ",Science,Galaxies & Cosmology|Life and Death of Stars,10/17/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Journal Clubs,Academic Seminars,603822,CIERA Journal Club,Science,,10/17/2023,1,35,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603862,Observational Astronomy Meeting,Science,,10/18/2023,1,30,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603899,CIERA Theory Group,Science,,10/19/2023,1,50,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Ashley Villar,Science,,10/24/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Special Seminars,Academic Seminars,,Soham Mandal,Science,,10/26/2023,1,40,,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Keith Hawkins,Science,,10/31/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Theory Group Meetings,Academic Seminars,603901,CIERA Theory Group,Science,,11/2/2023,1,40,CIERA Cafe,2024
CIERA - Social Justice Meetings,Future Leaders|Community Events,607104,CIERA Mentorship Lunch,,,11/6/2023,1,,CIERA Cafe,2024
CIERA - Journal Clubs,Academic Seminars,603825,CIERA Journal Club,Science,,11/7/2023,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,606001,"Astrophysics Seminar: Diana Powell: ""Microphysical Insights into Protoplanetary Disks and Exoplanet Atmospheres""",Science,Exoplanets & the Solar System,11/7/2023,1,50,7th Floor Conf. Rm,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603865,Observational Astronomy Meeting,Science,,11/8/2023,1,30,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603902,CIERA Theory Group,Science,,11/9/2023,1,40,CIERA Cafe,2024
CIERA - Community Events,Community Events,607482,CIERA en Espanol,Interdisciplinary,,11/13/2023,1,,CIERA 8th floor,2024
CIERA - Special Seminars,Academic Seminars,604198,CIERA Special Theory Group Meeting,Science,Other,11/13/2023,1,40,CIERA Cafe,2024
CIERA - Special Seminars,Academic Seminars,,Subo Dong,Science,,11/13/2023,1,40,,2024
CIERA - Special Seminars,Academic Seminars,,Nianyi Chen,Science,,11/13/2023,1,40,,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,606002,"Astrophysics Seminar: Rob Simcoe: "" The Emergence of Circumgalactic Heavy Elements in the First Gyr with JWST/EIGER""",Science,Galaxies & Cosmology,11/14/2023,1,50,CIERA Cafe,2024
